color,director_name,duration,actor_1_name,movie_title,language,country,title_year,imdb_score
Color,Michael Moore,105.0,Ronald Reagan,Capitalism: A Love Story ,English,USA,2009.0,7.4
Color,George Stevens,225.0,Martin Landau,The Greatest Story Ever Told ,English,USA,1965.0,6.6
Color,Billy Ray,111.0,Julia Roberts,Secret in Their Eyes ,English,USA,2015.0,6.2
Color,Jason Friedberg,88.0,Carmen Electra,Disaster Movie ,English,USA,2008.0,1.9
Color,Nimród Antal,88.0,Andrew Fiscella,Armored ,English,USA,2009.0,5.7
Color,Jon Amiel,94.0,Bill Murray,The Man Who Knew Too Little ,English,USA,1997.0,6.6
Color,Mark Mylod,117.0,Chris Evans,What's Your Number? ,English,USA,2011.0,6.0
Color,James Mather,95.0,Joseph Gilgun,Lockout ,English,France,2012.0,6.1
Color,Barry Levinson,99.0,Amy Poehler,Envy ,English,USA,2004.0,4.8
Color,Mark Neveldine,96.0,Jason Statham,Crank: High Voltage ,English,USA,2009.0,6.2
Color,Woody Allen,98.0,Jim Broadbent,Bullets Over Broadway ,English,USA,1994.0,7.5
Color,Michael O. Sajbel,123.0,James Callis,One Night with the King ,English,USA,2006.0,6.3
Color,Phillip Noyce,101.0,Brendan Fraser,The Quiet American ,English,UK,2002.0,7.1
Color,Gore Verbinski,102.0,Nicolas Cage,The Weather Man ,English,USA,2005.0,6.6
 Black and White,Walter Hill,94.0,Fisher Stevens,Undisputed ,English,USA,2002.0,6.1
Color,David Koepp,102.0,Aasif Mandvi,Ghost Town ,English,USA,2008.0,6.7
Color,Renny Harlin,108.0,Taylor Cole,12 Rounds ,English,USA,2009.0,5.6
Color,Matt Reeves,116.0,Chloë Grace Moretz,Let Me In ,English,UK,2010.0,7.2
Color,Charles T. Kanganis,93.0,Victor Wong,3 Ninjas Kick Back ,English,USA,1994.0,4.3
Color,Michel Gondry,102.0,Quinton Aaron,Be Kind Rewind ,English,UK,2008.0,6.4
Color,Stephen Frears,103.0,Bob Hoskins,Mrs Henderson Presents ,English,UK,2005.0,7.1
Color,John Hillcoat,115.0,Kate Winslet,Triple 9 ,English,USA,2016.0,6.3
Color,Woody Allen,96.0,Woody Allen,Deconstructing Harry ,English,USA,1997.0,7.4
Color,Damon Santostefano,98.0,Matthew Perry,Three to Tango ,English,Australia,1999.0,6.1
Color,John Wells,101.0,Bradley Cooper,Burnt ,English,USA,2015.0,6.6
Color,Neil Jordan,106.0,Robert De Niro,We're No Angels ,English,USA,1989.0,6.0
Color,Woody Allen,101.0,Natasha Lyonne,Everyone Says I Love You ,English,USA,1996.0,6.8
Color,Frank Oz,87.0,Peter Dinklage,Death at a Funeral ,English,USA,2007.0,7.4
Color,James Wan,111.0,Aisha Tyler,Death Sentence ,English,USA,2007.0,6.8
Color,Kirk Jones,99.0,Robert De Niro,Everybody's Fine ,English,USA,2009.0,7.2
Color,Bob Clark,88.0,Scott Baio,Superbabies: Baby Geniuses 2 ,English,Germany,2004.0,1.9
Color,Les Mayfield,83.0,Miguel Ferrer,The Man ,English,Germany,2005.0,5.5
Color,Les Mayfield,91.0,Callum Rennie,Code Name: The Cleaner ,English,USA,2007.0,4.5
Color,Michael Lembeck,108.0,Debbie Reynolds,Connie and Carla ,English,USA,2004.0,6.3
Color,Bob Fosse,154.0,Sammy Davis Jr.,Sweet Charity ,English,USA,1969.0,7.0
Color,Paul Thomas Anderson,148.0,Martin Dew,Inherent Vice ,English,USA,2014.0,6.7
Color,Dave Borthwick,77.0,Jimmy Fallon,Doogal ,English,USA,2006.0,2.8
Color,Benson Lee,110.0,Chris Brown,Battle of the Year ,English,USA,2013.0,5.0
Color,David Zucker,83.0,Chriss Anglin,An American Carol ,English,USA,2008.0,4.3
Color,Robert Rodriguez,107.0,Alexa PenaVega,Machete Kills ,English,Russia,2013.0,5.6
Color,Glen Morgan,100.0,Laura Harring,Willard ,English,Canada,2003.0,6.2
Color,Fred Wolf,87.0,Kevin Alejandro,Strange Wilderness ,English,USA,2008.0,5.3
Color,Mike Leigh,154.0,Jim Broadbent,Topsy-Turvy ,English,UK,1999.0,7.4
Color,Alejandro Monteverde,106.0,Tom Wilkinson,Little Boy ,English,Mexico,2015.0,7.4
Color,David Cronenberg,99.0,Michael Fassbender,A Dangerous Method ,English,UK,2011.0,6.5
Color,Richard Linklater,100.0,Robert Downey Jr.,A Scanner Darkly ,English,USA,2006.0,7.1
Color,Michael Apted,116.0,Gerard Butler,Chasing Mavericks ,English,USA,2012.0,7.2
Color,Uwe Boll,94.0,Catherine Lough Haggquist,Alone in the Dark ,English,Canada,2005.0,2.3
Color,Todd Graff,111.0,Scott Porter,Bandslam ,English,USA,2009.0,6.4
Color,Jonathan Glazer,100.0,Cameron Bright,Birth ,English,USA,2004.0,6.1
Color,J.C. Chandor,125.0,David Oyelowo,A Most Violent Year ,English,USA,2014.0,7.0
Color,Paul Gross,114.0,Landon Liboiron,Passchendaele ,English,Canada,2008.0,6.5
Color,Marc Abraham,119.0,Dylan Authors,Flash of Genius ,English,USA,2008.0,7.0
 Black and White,Todd Haynes,135.0,Christian Bale,I'm Not There. ,English,USA,2007.0,7.0
Color,Mabrouk El Mechri,93.0,Henry Cavill,The Cold Light of Day ,English,USA,2012.0,4.9
Color,Rian Johnson,114.0,Zachary Gordon,The Brothers Bloom ,English,USA,2008.0,6.9
Color,Charlie Kaufman,124.0,Philip Seymour Hoffman,"Synecdoche, New York ",English,USA,2008.0,7.5
Color,Hayao Miyazaki,134.0,Minnie Driver,Princess Mononoke ,Japanese,Japan,1997.0,8.4
 Black and White,Jean-Paul Rappeneau,114.0,Isabelle Adjani,Bon voyage ,French,France,2003.0,6.9
Color,Nancy Walker,124.0,Steve Guttenberg,Can't Stop the Music ,English,USA,1980.0,4.5
Color,John Hillcoat,104.0,Ray Winstone,The Proposition ,English,Australia,2005.0,7.4
Color,Angelo Pizzo,118.0,Donny Boaz,Courage ,English,USA,2015.0,7.0
Color,Richard Benjamin,80.0,Damon Wayans,Marci X ,English,USA,2003.0,2.8
Color,Kurt Wimmer,107.0,Christian Bale,Equilibrium ,English,USA,2002.0,7.5
Color,Roger Spottiswoode,125.0,Radha Mitchell,The Children of Huang Shi ,English,Australia,2008.0,7.1
Color,James Gray,115.0,Charlize Theron,The Yards ,English,USA,2000.0,6.4
Color,Matthew Diamond,88.0,Chazz Palminteri,The Oogieloves in the Big Balloon Adventure ,English,USA,2012.0,6.7
Color,Angelina Jolie Pitt,122.0,Brad Pitt,By the Sea ,English,USA,2015.0,5.3
Color,Katsuhiro Ôtomo,103.0,William Hootkins,Steamboy ,Japanese,Japan,2004.0,6.9
Color,David Anspaugh,101.0,Gerard Butler,The Game of Their Lives ,English,USA,2005.0,6.2
Color,Andrew Jarecki,101.0,Ryan Gosling,All Good Things ,English,USA,2010.0,6.3
Color,Kevin Reynolds,107.0,Esai Morales,Rapa Nui ,English,USA,1994.0,6.4
Color,Stephen Chow,86.0,Jiao Xu,CJ7 ,Cantonese,Hong Kong,2008.0,6.5
Color,Jean-Marie Poiré,118.0,Christian Clavier,Les couloirs du temps: Les visiteurs II ,French,France,1998.0,6.0
Color,Kevin Munroe,107.0,Marco St. John,Dylan Dog: Dead of Night ,English,USA,2010.0,5.1
Color,Daniel Algrant,100.0,Al Pacino,People I Know ,English,USA,2002.0,5.5
Color,Julie Taymor,110.0,Djimon Hounsou,The Tempest ,English,USA,2010.0,5.4
Color,Alejandro Amenábar,106.0,Emma Watson,Regression ,English,Spain,2015.0,5.7
Color,Jane Clark,7.0,Necar Zadegan,The Touch ,English,USA,2007.0,5.2
Color,Daniel Lee,102.0,Andy Lau,Three Kingdoms: Resurrection of the Dragon ,Mandarin,China,2008.0,6.2
Color,Mike Barker,98.0,Gerard Butler,Shattered ,English,UK,2007.0,6.7
Color,Wayne Thornley,83.0,Leonard Nimoy,Zambezia ,English,South Africa,2012.0,5.8
Color,Gnana Rajasekaran,153.0,Mani Bharathi,Ramanujan ,English,India,2014.0,7.0
Color,Tom Walsh,98.0,Joey D. Vieira,Dwegons and Leprechauns ,English,USA,2014.0,4.8
Color,Jonathan Jakubowicz,105.0,Robert De Niro,Hands of Stone ,English,Panama,2016.0,7.2
Color,James McTeigue,96.0,Milla Jovovich,Survivor ,English,USA,2015.0,5.6
Color,Scott Walker,105.0,Nicolas Cage,The Frozen Ground ,English,USA,2013.0,6.4
Color,John Curran,125.0,Toby Jones,The Painted Veil ,Mandarin,China,2006.0,7.5
Color,Uli Edel,184.0,Moritz Bleibtreu,The Baader Meinhof Complex ,German,Germany,2008.0,7.4
Color,Kevin Costner,236.0,Mary McDonnell,Dances with Wolves ,English,USA,1990.0,8.0
Color,Jake Kasdan,97.0,Justin Timberlake,Bad Teacher ,English,USA,2011.0,5.7
Color,Harold Becker,113.0,Al Pacino,Sea of Love ,English,USA,1989.0,6.8
Color,Mark Rosman,95.0,Dan Byrd,A Cinderella Story ,English,USA,2004.0,5.9
Color,Wes Craven,103.0,David Arquette,Scream ,English,USA,1996.0,7.2
Color,Steve Beck,91.0,Shannon Elizabeth,Thir13en Ghosts ,English,USA,2001.0,5.5
Color,Stanley Kubrick,146.0,Scatman Crothers,The Shining ,English,USA,1980.0,8.4
Color,Robert Zemeckis,116.0,Lea Thompson,Back to the Future ,English,USA,1985.0,8.5
Color,William Malone,93.0,Jeffrey Combs,House on Haunted Hill ,English,USA,1999.0,5.6
Color,Tyler Perry,113.0,Eric Mendenhall,I Can Do Bad All by Myself ,English,USA,2009.0,4.1
Color,Rob Hawk,90.0,Kari J. Kramer,Fight Valley ,English,USA,2016.0,5.0
Color,Josh Gordon,101.0,Caroline Dhavernas,The Switch ,English,USA,2010.0,6.1
Color,Shawn Levy,95.0,Taran Killam,Just Married ,English,USA,2003.0,5.4
Color,Lee Tamahori,109.0,Mem Ferda,The Devil's Double ,English,Belgium,2011.0,7.1
Color,Britt Allcroft,85.0,Mara Wilson,Thomas and the Magic Railroad ,English,UK,2000.0,3.6
Color,Breck Eisner,101.0,Radha Mitchell,The Crazies ,English,USA,2010.0,6.5
Color,Hayao Miyazaki,125.0,Bunta Sugawara,Spirited Away ,Japanese,Japan,2001.0,8.6
Color,Alan Yuen,118.0,Andy Lau,Firestorm ,Mandarin,China,2013.0,6.2
Color,Roger Donaldson,132.0,Liam Neeson,The Bounty ,English,UK,1984.0,7.0
Color,Brian Percival,131.0,Emily Watson,The Book Thief ,English,USA,2013.0,7.6
Color,Sean Anders,129.0,Katrina Bowden,Sex Drive ,English,USA,2008.0,6.5
Color,Anand Tucker,100.0,Adam Scott,Leap Year ,English,USA,2010.0,6.4
Color,Anthony Mann,172.0,James Mason,The Fall of the Roman Empire ,English,USA,1964.0,6.7
Color,Michael Dowse,97.0,Topher Grace,Take Me Home Tonight ,English,USA,2011.0,6.3
Color,Daniel Barnz,121.0,Holly Hunter,Won't Back Down ,English,USA,2012.0,6.4
Color,Emile Ardolino,92.0,Darci Kistler,The Nutcracker ,English,USA,1993.0,5.7
Color,Robert Altman,116.0,Steve Buscemi,Kansas City ,English,France,1996.0,6.3
Color,James Schamus,110.0,Logan Lerman,Indignation ,Hebrew,USA,2016.0,7.8
Color,Andrew Douglas,90.0,Jimmy Bennett,The Amityville Horror ,English,USA,2005.0,6.0
Color,Spike Jonze,81.0,Nicolas Cage,Adaptation. ,English,USA,2002.0,7.7
 Black and White,George A. Romero,97.0,Tony Nappo,Land of the Dead ,English,Canada,2005.0,6.2
Color,Danny Pang,107.0,Louis Koo,Out of Inferno ,Chinese,China,2013.0,5.7
Color,Terry Gilliam,118.0,Johnny Depp,Fear and Loathing in Las Vegas ,English,USA,1998.0,7.7
Color,Ricky Gervais,100.0,Jennifer Garner,The Invention of Lying ,English,USA,2009.0,6.4
Color,Nicholas Stoller,97.0,Craig Roberts,Neighbors ,English,USA,2014.0,6.4
Color,Chuck Russell,114.0,Peter Greene,The Mask ,English,USA,1994.0,6.9
Color,Penny Marshall,130.0,Tom Hanks,Big ,English,USA,1988.0,7.3
Color,Larry Charles,82.0,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,English,USA,2006.0,7.3
Color,Robert Luketic,96.0,Linda Cardellini,Legally Blonde ,English,USA,2001.0,6.2
Color,Leonard Nimoy,105.0,Leonard Nimoy,Star Trek III: The Search for Spock ,English,USA,1984.0,6.6
Color,Scott Derrickson,122.0,Tom Wilkinson,The Exorcism of Emily Rose ,English,USA,2005.0,6.7
Color,Mike Mitchell,88.0,Amy Poehler,Deuce Bigalow: Male Gigolo ,English,USA,1999.0,5.7
Color,Vic Armstrong,110.0,Nicolas Cage,Left Behind ,English,USA,2014.0,3.1
Color,Thomas Bezucha,103.0,Craig T. Nelson,The Family Stone ,English,USA,2005.0,6.3
 Black and White,Kevin Rodney Sullivan,106.0,Harry Lennix,Barbershop 2: Back in Business ,English,USA,2004.0,5.7
Color,Terry Zwigoff,98.0,Bernie Mac,Bad Santa ,English,USA,2003.0,7.1
Color,Jay Roach,68.0,Will Ferrell,Austin Powers: International Man of Mystery ,English,USA,1997.0,7.0
Color,Kirk Jones,94.0,Nia Vardalos,My Big Fat Greek Wedding 2 ,English,USA,2016.0,6.1
Color,David Bowers,99.0,Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules ,English,USA,2011.0,6.6
Color,John McTiernan,107.0,Shane Black,Predator ,English,USA,1987.0,7.8
Color,Milos Forman,180.0,Jeffrey Jones,Amadeus ,English,USA,1984.0,8.3
Color,Nelson McCormick,89.0,Ming-Na Wen,Prom Night ,English,USA,2008.0,3.9
Color,Mark Waters,97.0,Tina Fey,Mean Girls ,English,USA,2004.0,7.0
Color,Audrey Wells,113.0,Raoul Bova,Under the Tuscan Sun ,English,USA,2003.0,6.7
Color,Robert Altman,131.0,Kristin Scott Thomas,Gosford Park ,English,UK,2001.0,7.3
Color,Francis Ford Coppola,103.0,Nicolas Cage,Peggy Sue Got Married ,English,USA,1986.0,6.3
Color,Alejandro G. Iñárritu,119.0,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance) ,English,USA,2014.0,7.8
Color,Woody Allen,98.0,Sally Hawkins,Blue Jasmine ,English,USA,2013.0,7.3
Color,Paul Greengrass,111.0,Christian Clemenson,United 93 ,English,USA,2006.0,7.6
Color,Bille Woodruff,94.0,Christian Monzon,Honey ,English,USA,2003.0,5.3
Color,Edward Zwick,122.0,Denzel Washington,Glory ,English,USA,1989.0,7.9
Color,Rick Friedberg,81.0,Hulk Hogan,Spy Hard ,English,USA,1996.0,5.3
Color,John Carpenter,89.0,Jamie Lee Curtis,The Fog ,English,USA,1980.0,6.8
Color,Sean McNamara,106.0,Dennis Quaid,Soul Surfer ,English,USA,2011.0,7.1
Color,Mike Nichols,122.0,Bob Newhart,Catch-22 ,English,USA,1970.0,7.2
Color,Jody Hill,86.0,Collette Wolfe,Observe and Report ,English,USA,2009.0,5.8
Color,Richard Fleischer,103.0,Mako,Conan the Destroyer ,English,USA,1984.0,5.8
 Black and White,Martin Scorsese,121.0,Robert De Niro,Raging Bull ,English,USA,1980.0,8.3
Color,Brandon Camp,109.0,Judy Greer,Love Happens ,English,USA,2009.0,5.6
Color,Barry Levinson,109.0,Nicholas Rowe,Young Sherlock Holmes ,English,USA,1985.0,6.8
Color,Kevin Tancharoen,123.0,Kelsey Grammer,Fame ,English,USA,2009.0,5.0
Color,Danny Boyle,94.0,James Franco,127 Hours ,English,USA,2010.0,7.6
Color,Woody Allen,94.0,Woody Allen,Small Time Crooks ,English,USA,2000.0,6.7
Color,Nicholas Hytner,115.0,Amanda Schull,Center Stage ,English,USA,2000.0,6.7
Color,Jessie Nelson,107.0,Olivia Wilde,Love the Coopers ,English,USA,2015.0,5.7
Color,Bart Freundlich,91.0,Kristen Stewart,Catch That Kid ,English,USA,2004.0,5.2
Color,Irwin Winkler,125.0,Ian Somerhalder,Life as a House ,English,USA,2001.0,7.5
Color,Danny Boyle,122.0,Kate Winslet,Steve Jobs ,English,UK,2015.0,7.2
Color,Chris Columbus,102.0,Alan Ruck,"I Love You, Beth Cooper ",English,Canada,2009.0,5.3
Color,Miguel Arteta,90.0,Steve Buscemi,Youth in Revolt ,English,USA,2009.0,6.5
Color,William A. Fraker,98.0,Jason Robards,The Legend of the Lone Ranger ,English,USA,1981.0,5.0
Color,John Boorman,109.0,Daniel Radcliffe,The Tailor of Panama ,English,USA,2001.0,6.1
Color,Brian De Palma,107.0,Nancy Allen,Blow Out ,English,USA,1981.0,7.4
Color,Courtney Solomon,90.0,Rebecca Budig,Getaway ,English,USA,2013.0,4.4
Color,Ang Lee,112.0,Joan Allen,The Ice Storm ,English,USA,1997.0,7.5
Color,Rob Reiner,94.0,Yaya DaCosta,And So It Goes ,English,USA,2014.0,5.7
Color,Jeff Kanew,105.0,Craig T. Nelson,Troop Beverly Hills ,English,USA,1989.0,5.5
Color,István Szabó,104.0,Miriam Margolyes,Being Julia ,English,Canada,2004.0,7.1
Color,Adrian Lyne,112.0,David Margulies,9½ Weeks ,English,USA,1986.0,5.9
Color,Matthew Robbins,108.0,Ian McDiarmid,Dragonslayer ,English,USA,1981.0,6.7
Color,Michael Hoffman,112.0,David Masterson,The Last Station ,English,Germany,2009.0,7.0
 Black and White,Tim Burton,127.0,Johnny Depp,Ed Wood ,English,USA,1994.0,7.9
Color,Jason Reitman,111.0,J.K. Simmons,Labor Day ,English,USA,2013.0,6.9
Color,Sergey Bodrov,126.0,Tadanobu Asano,Mongol: The Rise of Genghis Khan ,Mongolian,Russia,2007.0,7.3
Color,Guy Ritchie,114.0,Tom Hardy,RocknRolla ,English,UK,2008.0,7.3
Color,Hal Needham,99.0,Barry Bostwick,Megaforce ,English,USA,1982.0,3.5
Color,Kenneth Branagh,150.0,Julie Christie,Hamlet ,English,UK,1996.0,7.8
Color,Bruce Beresford,117.0,Bruce Greenwood,Mao's Last Dancer ,English,Australia,2009.0,7.4
Color,Jeff Nichols,112.0,Kirsten Dunst,Midnight Special ,English,Greece,2016.0,6.7
Color,Woody Allen,108.0,Woody Allen,Anything Else ,English,USA,2003.0,6.4
Color,Jonathan Teplitzky,116.0,Jeremy Irvine,The Railway Man ,English,Australia,2013.0,7.1
 Black and White,Michael Haneke,144.0,Ulrich Tukur,The White Ribbon ,German,Germany,2009.0,7.8
Color,Zack Ward,92.0,Zack Ward,Restoration ,English,USA,2016.0,4.0
Color,Mike Marvin,93.0,Clint Howard,The Wraith ,English,USA,1986.0,5.9
Color,D.J. Caruso,103.0,Adam Goldberg,The Salton Sea ,English,USA,2002.0,7.2
Color,Nimród Antal,93.0,James Hetfield,Metallica Through the Never ,English,USA,2013.0,7.2
Color,Gregor Jordan,98.0,Austin Nichols,The Informers ,English,Germany,2008.0,5.1
Color,Tran Anh Hung,114.0,Takuya Kimura,I Come with the Rain ,English,France,2009.0,5.5
Color,Lance Hool,121.0,Tom Berenger,One Man's Hero ,English,Spain,1999.0,6.2
Color,George A. Romero,87.0,Greg Nicotero,Day of the Dead ,English,USA,1985.0,7.2
Color,Chuck Russell,92.0,Sam Trammell,I Am Wrath ,English,USA,2016.0,5.2
Color,Christian Volckman,105.0,Romola Garai,Renaissance ,English,France,2006.0,6.7
Color,Jon Cassar,90.0,Demi Moore,Forsaken ,English,Canada,2015.0,6.3
Color,Richard Fleischer,89.0,Ernie Reyes Jr.,Red Sonja ,English,Netherlands,1985.0,5.0
Color,Rodrigo Cortés,114.0,Robert De Niro,Red Lights ,English,Spain,2012.0,6.2
Color,Greg Mottola,119.0,Emma Stone,Superbad ,English,USA,2007.0,7.6
Color,Tyler Perry,103.0,Vanessa Ferlito,Madea Goes to Jail ,English,USA,2009.0,4.1
Color,David Hayter,91.0,Jason Momoa,Wolves ,English,France,2014.0,5.3
Color,Jon M. Chu,98.0,Cassie Ventura,Step Up 2: The Streets ,English,USA,2008.0,6.2
Color,Cory Edwards,80.0,Anne Hathaway,Hoodwinked! ,English,USA,2005.0,6.5
Color,Terry George,121.0,Don Cheadle,Hotel Rwanda ,English,UK,2004.0,8.1
Color,Xavier Gens,94.0,Henry Ian Cusick,Hitman ,English,France,2007.0,6.3
Color,Kasi Lemmons,93.0,Jennifer Hudson,Black Nativity ,English,USA,2013.0,4.4
Color,Brian A Miller,93.0,Bruce Willis,The Prince ,English,USA,2014.0,4.6
Color,Matt Dillon,116.0,Kirk Fox,City of Ghosts ,English,USA,2002.0,6.0
Color,Alejandro Amenábar,101.0,Fionnula Flanagan,The Others ,English,USA,2001.0,7.6
Color,James Cameron,154.0,Michael Biehn,Aliens ,English,USA,1986.0,8.4
Color,George Cukor,170.0,Jeremy Brett,My Fair Lady ,English,USA,1964.0,7.9
Color,Jim Gillespie,99.0,Muse Watson,I Know What You Did Last Summer ,English,USA,1997.0,5.6
Color,Luke Greenfield,104.0,Rob Riggle,Let's Be Cops ,English,USA,2014.0,6.5
Color,Alexander Payne,126.0,Virginia Madsen,Sideways ,English,USA,2004.0,7.5
Color,Jay Chandrasekhar,110.0,Chris Moss,Beerfest ,English,USA,2006.0,6.3
Color,John Carpenter,101.0,Jamie Lee Curtis,Halloween ,English,USA,1978.0,7.9
 Black and White,Yimou Zhang,80.0,Jet Li,Hero ,Mandarin,China,2002.0,7.9
Color,John Hoffman,87.0,Liam Aiken,Good Boy! ,English,USA,2003.0,5.1
Color,Malcolm D. Lee,123.0,Harold Perrineau,The Best Man Holiday ,English,USA,2013.0,6.7
Color,Joe Carnahan,109.0,Ryan Reynolds,Smokin' Aces ,English,UK,2006.0,6.7
Color,Kevin Greutert,90.0,Costas Mandylor,Saw 3D: The Final Chapter ,English,Canada,2010.0,5.6
Color,Michael Lehmann,96.0,Emmanuelle Vaugier,40 Days and 40 Nights ,English,USA,2002.0,5.6
Color,Joseph Kosinski,125.0,Jeff Bridges,TRON: Legacy ,English,USA,2010.0,6.8
Color,John Fortenberry,82.0,Will Ferrell,A Night at the Roxbury ,English,USA,1998.0,6.2
Color,Daniel Barnz,86.0,Alex Pettyfer,Beastly ,English,USA,2011.0,5.6
Color,Alexandre Aja,108.0,Dan Byrd,The Hills Have Eyes ,English,USA,2006.0,6.4
Color,Sam Weisman,98.0,Kevin Grevioux,Dickie Roberts: Former Child Star ,English,USA,2003.0,5.6
Color,Niki Caro,129.0,Morgan Saylor,"McFarland, USA ",English,USA,2015.0,7.4
Color,Erik White,99.0,Brandon T. Jackson,Lottery Ticket ,English,USA,2010.0,4.9
Color,Chris Robinson,105.0,T.I.,ATL ,English,USA,2006.0,6.0
Color,Jason Moore,112.0,Anna Kendrick,Pitch Perfect ,English,USA,2012.0,7.2
Color,Michael Tollin,108.0,Marc Blucas,Summer Catch ,English,USA,2001.0,4.9
Color,Sam Raimi,121.0,Gary Cole,A Simple Plan ,English,UK,1998.0,7.5
Color,Robert Harmon,89.0,Alexander Gould,They ,English,USA,2002.0,4.8
Color,Trent Cooper,89.0,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,English,USA,2006.0,3.1
Color,Gary Halvorson,73.0,Vanessa Williams,The Adventures of Elmo in Grouchland ,English,USA,1999.0,5.8
Color,Antoine Fuqua,132.0,Don Cheadle,Brooklyn's Finest ,English,USA,2009.0,6.7
Color,Nicholas Ray,154.0,Ava Gardner,55 Days at Peking ,English,USA,1963.0,6.8
Color,Fede Alvarez,96.0,Lou Taylor Pucci,Evil Dead ,English,USA,2013.0,6.5
Color,Donald Petrie,98.0,Nia Vardalos,My Life in Ruins ,English,USA,2009.0,5.9
Color,Paul Weitz,107.0,Judy Greer,American Dreamz ,English,USA,2006.0,5.5
Color,Sidney J. Furie,134.0,Jim Broadbent,Superman IV: The Quest for Peace ,English,UK,1987.0,3.6
Color,Ian Iqbal Rashid,94.0,DeRay Davis,How She Move ,English,Canada,2007.0,3.3
Color,Wayne Kramer,122.0,Paul Walker,Running Scared ,English,Germany,2006.0,7.4
Color,Rowdy Herrington,128.0,Aidan Quinn,Bobby Jones: Stroke of Genius ,English,USA,2004.0,6.7
Color,Jim Goddard,97.0,Victor Wong,Shanghai Surprise ,English,UK,1986.0,3.0
Color,Neil Burger,110.0,Rufus Sewell,The Illusionist ,English,USA,2006.0,7.6
Color,Noel Marshall,102.0,Tippi Hedren,Roar ,English,USA,1981.0,6.4
Color,Joel Schumacher,98.0,Brenda Fricker,Veronica Guerin ,English,Ireland,2003.0,6.9
Color,Andrea Di Stefano,120.0,Josh Hutcherson,Escobar: Paradise Lost ,English,France,2014.0,6.6
Color,Richard Kelly,160.0,Janeane Garofalo,Southland Tales ,English,France,2006.0,5.5
Color,Guillaume Ivernel,80.0,Rob Paulsen,Dragon Hunters ,French,France,2008.0,6.6
Color,Jack Smight,91.0,George Peppard,Damnation Alley ,English,USA,1977.0,5.2
Color,Todd Lincoln,83.0,Julianna Guill,The Apparition ,English,USA,2012.0,4.1
Color,Howard Zieff,102.0,Macaulay Culkin,My Girl ,English,USA,1991.0,6.8
Color,Steven Shainberg,122.0,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus ,English,USA,2006.0,6.5
Color,Neil Burger,110.0,Rufus Sewell,The Illusionist ,English,USA,2006.0,7.6
Color,Oliver Stone,126.0,Hal Holbrook,Wall Street ,English,USA,1987.0,7.4
Color,Ang Lee,136.0,Alan Rickman,Sense and Sensibility ,English,USA,1995.0,7.7
Color,Julian Jarrold,120.0,Anne Hathaway,Becoming Jane ,English,UK,2007.0,7.1
Color,Joe Nussbaum,108.0,Danny Strong,Sydney White ,English,USA,2007.0,6.3
Color,Vadim Perelman,126.0,Frances Fisher,House of Sand and Fog ,English,USA,2003.0,7.6
Color,Peter Weir,128.0,Robin Williams,Dead Poets Society ,English,USA,1989.0,8.0
Color,Peter Farrelly,113.0,Lauren Holly,Dumb & Dumber ,English,USA,1994.0,7.3
Color,Rob Reiner,89.0,Bruno Kirby,When Harry Met Sally... ,English,USA,1989.0,7.6
Color,Sidney Lumet,129.0,Charlotte Rampling,The Verdict ,English,USA,1982.0,7.8
Color,Todd Phillips,94.0,Ethan Suplee,Road Trip ,English,USA,2000.0,6.5
Color,Brian Robbins,106.0,Paul Walker,Varsity Blues ,English,USA,1999.0,6.4
 Black and White,Michel Hazanavicius,100.0,Bérénice Bejo,The Artist ,English,France,2011.0,8.0
Color,David S. Goyer,89.0,Gary Oldman,The Unborn ,English,USA,2009.0,4.8
Color,Wes Anderson,94.0,Bruce Willis,Moonrise Kingdom ,English,USA,2012.0,7.8
Color,Jonathan Liebesman,83.0,Matt Bomer,The Texas Chainsaw Massacre: The Beginning ,English,USA,2006.0,5.9
Color,Cyrus Nowrasteh,111.0,Clive Russell,The Young Messiah ,English,USA,2016.0,5.4
Color,Perry Andelin Blake,80.0,Jennifer Esposito,The Master of Disguise ,English,USA,2002.0,3.3
Color,Guillermo del Toro,112.0,Ivana Baquero,Pan's Labyrinth ,Spanish,Spain,2006.0,8.2
Color,John Whitesell,94.0,Leslie Bibb,See Spot Run ,English,USA,2001.0,5.4
 Black and White,John Singleton,130.0,Mo'Nique,Baby Boy ,English,USA,2001.0,6.4
Color,Christian E. Christiansen,91.0,Leighton Meester,The Roommate ,English,USA,2011.0,4.8
Color,Dennie Gordon,91.0,Brittany Daniel,Joe Dirt ,English,USA,2001.0,5.9
Color,Sheldon Lettich,110.0,Bolo Yeung,Double Impact ,English,USA,1991.0,5.5
Color,Edgar Wright,121.0,Bill Bailey,Hot Fuzz ,English,UK,2007.0,7.9
Color,Diane English,114.0,Jada Pinkett Smith,The Women ,English,USA,2008.0,4.9
Color,Woody Allen,96.0,Scarlett Johansson,Vicky Cristina Barcelona ,English,Spain,2008.0,7.2
Color,Peter Flinth,270.0,Gustaf Skarsgård,Arn: The Knight Templar ,Swedish,Sweden,2007.0,6.6
